# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "assembly/annotation.gff" "-F" "gff" "-t" "CDS" "-g" "ID" "-o" "assembly/counts.txt" "assembly/contigs.bam" 
Geneid	Chr	Start	End	Strand	Length	assembly/contigs.bam
LIHFGKIE_01980	NODE_32_length_5443_cov_35.976110	3263	4003	-	741	291
LIHFGKIE_01981	NODE_32_length_5443_cov_35.976110	4642	5271	+	630	260
LIHFGKIE_01982	NODE_33_length_3786_cov_14.690899	138	1487	+	1350	176
LIHFGKIE_01983	NODE_33_length_3786_cov_14.690899	1894	2289	+	396	82
LIHFGKIE_01984	NODE_33_length_3786_cov_14.690899	2856	3242	+	387	74
LIHFGKIE_01987	NODE_35_length_2117_cov_99.807035	7	621	+	615	447
LIHFGKIE_01988	NODE_35_length_2117_cov_99.807035	652	1944	+	1293	1313
LIHFGKIE_01990	NODE_37_length_1768_cov_47.935405	376	1614	+	1239	643
LIHFGKIE_01991	NODE_38_length_1664_cov_68.235524	171	1541	+	1371	967
LIHFGKIE_01992	NODE_40_length_1491_cov_122.602639	215	1441	+	1227	1509
LIHFGKIE_01993	NODE_41_length_1368_cov_104.793715	62	1240	-	1179	1264
LIHFGKIE_01997	NODE_56_length_410_cov_0.625442	16	246	+	231	2
LIHFGKIE_01998	NODE_60_length_395_cov_0.917910	106	369	+	264	2
